ts,device_id,orig_bytes,resp_bytes,duration,id.resp_h,id.resp_p,conn_state,label,attack_type
1545405082.214566,192.168.1.195,75.0,243.0,2.12779,185.244.25.235,6667,S3,Malicious,C&C
1545405084.302127,192.168.1.195,75.0,243.0,4.185616,185.244.25.235,6667,S3,Malicious,C&C
1545405088.488242,192.168.1.195,0.0,0.0,3.13422,185.244.25.235,6667,S0,Malicious,C&C
1545405095.702382,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405098.491043,192.168.1.195,0.0,0.0,3.131232,185.244.25.235,6667,S0,Malicious,C&C
1545405105.702451,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405108.493097,192.168.1.195,0.0,0.0,3.129217,185.244.25.235,6667,S0,Malicious,C&C
1545405114.4597,192.168.1.195,48.0,48.0,0.002745,147.231.100.5,123,SF,Benign,
1545405115.702489,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405118.494907,192.168.1.195,0.0,0.0,3.12747,185.244.25.235,6667,S0,Malicious,C&C
1545405125.702304,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405128.500947,192.168.1.195,75.0,243.0,4.081429,185.244.25.235,6667,S3,Malicious,C&C
1545405132.5369,192.168.1.195,75.0,243.0,4.085419,185.244.25.235,6667,S3,Malicious,C&C
1545405136.581841,192.168.1.195,75.0,243.0,2.140532,185.244.25.235,6667,S3,Malicious,C&C
1545405138.677148,192.168.1.195,74.0,242.0,4.085218,185.244.25.235,6667,S3,Malicious,C&C
1545405142.714596,192.168.1.195,75.0,243.0,2.037089,185.244.25.235,6667,S3,Malicious,C&C
1545405144.752435,192.168.1.195,75.0,243.0,2.079816,185.244.25.235,6667,S3,Malicious,C&C
1545405146.789774,192.168.1.195,75.0,243.0,1.102622,185.244.25.235,6667,S3,Malicious,C&C
1545405147.843674,192.168.1.195,60.0,124.0,1.016172,185.244.25.235,6667,RSTR,Malicious,C&C
1545405148.844855,192.168.1.195,60.0,124.0,1.01842,185.244.25.235,6667,RSTR,Malicious,C&C
1545405149.845784,192.168.1.195,75.0,243.0,4.076679,185.244.25.235,6667,S3,Malicious,C&C
1545405153.880483,192.168.1.195,75.0,243.0,4.081939,185.244.25.235,6667,S3,Malicious,C&C
1545405157.921433,192.168.1.195,75.0,243.0,2.081064,185.244.25.235,6667,S3,Malicious,C&C
1545405159.959271,192.168.1.195,74.0,242.0,2.083064,185.244.25.235,6667,S3,Malicious,C&C
1545405161.99736,192.168.1.195,75.0,243.0,1.10512,185.244.25.235,6667,S3,Malicious,C&C
1545405163.056756,192.168.1.195,75.0,243.0,4.255575,185.244.25.235,6667,S3,Malicious,C&C
1545405167.264358,192.168.1.195,0.0,0.0,3.157953,185.244.25.235,6667,S0,Malicious,C&C
1545405174.502499,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405177.267659,192.168.1.195,0.0,0.0,3.154717,185.244.25.235,6667,S0,Malicious,C&C
1545405181.459537,192.168.1.195,48.0,48.0,0.001734,147.231.100.5,123,SF,Benign,
1545405184.502537,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405187.274718,192.168.1.195,0.0,0.0,3.147708,185.244.25.235,6667,S0,Malicious,C&C
1545405194.502353,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405197.278515,192.168.1.195,0.0,0.0,3.143966,185.244.25.235,6667,S0,Malicious,C&C
1545405204.502394,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405207.280558,192.168.1.195,0.0,0.0,3.141963,185.244.25.235,6667,S0,Malicious,C&C
1545405214.502447,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405217.282358,192.168.1.195,0.0,0.0,3.13996,185.244.25.235,6667,S0,Malicious,C&C
1545405224.502494,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405227.284414,192.168.1.195,0.0,0.0,3.137972,185.244.25.235,6667,S0,Malicious,C&C
1545405234.502323,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405236.459691,192.168.1.195,0.0,0.0,0.0,89.221.210.188,123,S0,Benign,
1545405237.289716,192.168.1.195,0.0,0.0,3.132727,185.244.25.235,6667,S0,Malicious,C&C
1545405244.502346,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405247.291771,192.168.1.195,74.0,242.0,4.10065,185.244.25.235,6667,S3,Malicious,C&C
1545405247.459681,192.168.1.195,48.0,48.0,0.001482,147.231.100.5,123,SF,Benign,
1545405251.34846,192.168.1.195,75.0,243.0,1.104115,185.244.25.235,6667,S3,Malicious,C&C
1545405252.41209,192.168.1.195,0.0,0.0,3.130481,185.244.25.235,6667,S0,Malicious,C&C
1545405259.622493,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405262.41415,192.168.1.195,0.0,0.0,3.128209,185.244.25.235,6667,S0,Malicious,C&C
1545405269.622547,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405272.416204,192.168.1.195,75.0,243.0,5.10608,185.244.25.235,6667,S3,Malicious,C&C
1545405277.477805,192.168.1.195,75.0,243.0,4.094684,185.244.25.235,6667,S3,Malicious,C&C
1545405281.53401,192.168.1.195,0.0,0.0,3.128457,185.244.25.235,6667,S0,Malicious,C&C
1545405288.742386,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405291.536045,192.168.1.195,75.0,243.0,2.146277,185.244.25.235,6667,S3,Malicious,C&C
1545405293.636096,192.168.1.195,75.0,243.0,1.086383,185.244.25.235,6667,S3,Malicious,C&C
1545405294.673508,192.168.1.195,75.0,243.0,4.088919,185.244.25.235,6667,S3,Malicious,C&C
1545405298.715452,192.168.1.195,75.0,243.0,2.087063,185.244.25.235,6667,S3,Malicious,C&C
1545405300.762786,192.168.1.195,74.0,242.0,2.079572,185.244.25.235,6667,S3,Malicious,C&C
1545405302.799126,192.168.1.195,0.0,0.0,3.143209,185.244.25.235,6667,S0,Malicious,C&C
1545405310.022512,192.168.1.195,75.0,243.0,1.11986,185.244.25.235,6667,S3,Malicious,C&C
1545405311.102643,192.168.1.195,75.0,243.0,2.17976,185.244.25.235,6667,S3,Malicious,C&C
1545405313.237428,192.168.1.195,75.0,243.0,2.125037,185.244.25.235,6667,S3,Malicious,C&C
1545405315.319741,192.168.1.195,0.0,0.0,3.102733,185.244.25.235,6667,S0,Malicious,C&C
1545405315.459663,192.168.1.195,48.0,48.0,0.001498,147.231.100.5,123,SF,Benign,
1545405322.502416,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405325.321551,192.168.1.195,75.0,243.0,4.100904,185.244.25.235,6667,S3,Malicious,C&C
1545405329.378479,192.168.1.195,75.0,243.0,1.103873,185.244.25.235,6667,S3,Malicious,C&C
1545405330.435127,192.168.1.195,74.0,242.0,1.087384,185.244.25.235,6667,S3,Malicious,C&C
1545405331.473537,192.168.1.195,0.0,0.0,3.108978,185.244.25.235,6667,S0,Malicious,C&C
1545405338.662445,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405341.482584,192.168.1.195,0.0,0.0,3.099733,185.244.25.235,6667,S0,Malicious,C&C
1545405348.662496,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405351.48438,192.168.1.195,0.0,0.0,3.097997,185.244.25.235,6667,S0,Malicious,C&C
1545405358.662307,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405361.49893,192.168.1.195,0.0,0.0,3.083488,185.244.25.235,6667,S0,Malicious,C&C
1545405365.459672,192.168.1.195,0.0,0.0,0.0,81.2.248.189,123,S0,Benign,
1545405368.662363,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405371.500736,192.168.1.195,75.0,234.0,4.091658,185.244.25.235,6667,S3,Malicious,C&C
1545405375.548169,192.168.1.195,0.0,0.0,3.114245,185.244.25.235,6667,S0,Malicious,C&C
1545405382.74232,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405384.459594,192.168.1.195,48.0,48.0,0.081217,147.231.100.5,123,SF,Benign,
1545405385.54997,192.168.1.195,0.0,0.0,3.112482,185.244.25.235,6667,S0,Malicious,C&C
1545405392.742371,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405395.55202,192.168.1.195,0.0,0.0,3.110483,185.244.25.235,6667,S0,Malicious,C&C
1545405402.742434,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405405.554074,192.168.1.195,0.0,0.0,3.108479,185.244.25.235,6667,S0,Malicious,C&C
1545405412.742473,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405415.555873,192.168.1.195,75.0,243.0,2.040333,185.244.25.235,6667,S3,Malicious,C&C
1545405417.596706,192.168.1.195,75.0,243.0,1.095638,185.244.25.235,6667,S3,Malicious,C&C
1545405418.651355,192.168.1.195,75.0,243.0,4.080925,185.244.25.235,6667,S3,Malicious,C&C
1545405422.692802,192.168.1.195,75.0,243.0,1.079636,185.244.25.235,6667,S3,Malicious,C&C
1545405423.729212,192.168.1.195,75.0,243.0,1.078645,185.244.25.235,6667,S3,Malicious,C&C
1545405424.808597,192.168.1.195,0.0,0.0,3.133715,185.244.25.235,6667,S0,Malicious,C&C
1545405432.022487,192.168.1.195,75.0,243.0,1.649824,185.244.25.235,6667,S3,Malicious,C&C
1545405433.627821,192.168.1.195,0.0,0.0,3.114725,185.244.25.235,6667,S0,Malicious,C&C
1545405440.822471,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405443.629631,192.168.1.195,0.0,0.0,3.112737,185.244.25.235,6667,S0,Malicious,C&C
1545405450.822523,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405452.459593,192.168.1.195,48.0,48.0,0.033979,147.231.100.5,123,SF,Benign,
1545405453.631672,192.168.1.195,75.0,243.0,1.080635,185.244.25.235,6667,S3,Malicious,C&C
1545405454.668331,192.168.1.195,0.0,0.0,3.113975,185.244.25.235,6667,S0,Malicious,C&C
1545405461.86248,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405464.670142,192.168.1.195,0.0,0.0,3.112231,185.244.25.235,6667,S0,Malicious,C&C
1545405471.862531,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405474.672187,192.168.1.195,74.0,242.0,4.100158,185.244.25.235,6667,S3,Malicious,C&C
1545405478.72462,192.168.1.195,75.0,243.0,2.157772,185.244.25.235,6667,S3,Malicious,C&C
1545405480.840166,192.168.1.195,75.0,243.0,1.082145,185.244.25.235,6667,S3,Malicious,C&C
1545405481.875575,192.168.1.195,74.0,242.0,1.116864,185.244.25.235,6667,S3,Malicious,C&C
1545405482.948713,192.168.1.195,0.0,0.0,3.153709,185.244.25.235,6667,S0,Malicious,C&C
1545405490.182349,192.168.1.195,75.0,243.0,1.349984,185.244.25.235,6667,S3,Malicious,C&C
1545405491.486598,192.168.1.195,0.0,0.0,3.095737,185.244.25.235,6667,S0,Malicious,C&C
1545405498.662522,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405501.488649,192.168.1.195,0.0,0.0,3.093742,185.244.25.235,6667,S0,Malicious,C&C
1545405508.662316,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405511.490455,192.168.1.195,75.0,243.0,4.221855,185.244.25.235,6667,S3,Malicious,C&C
1545405515.669069,192.168.1.195,0.0,0.0,3.153453,185.244.25.235,6667,S0,Malicious,C&C
1545405518.459489,192.168.1.195,48.0,48.0,0.003735,147.231.100.5,123,SF,Benign,
1545405522.902444,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405525.670869,192.168.1.195,0.0,0.0,3.151455,185.244.25.235,6667,S0,Malicious,C&C
1545405532.902495,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405535.675923,192.168.1.195,0.0,0.0,3.146449,185.244.25.235,6667,S0,Malicious,C&C
1545405542.902299,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405545.677966,192.168.1.195,0.0,0.0,3.144467,185.244.25.235,6667,S0,Malicious,C&C
1545405552.902367,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405555.682521,192.168.1.195,75.0,243.0,4.079918,185.244.25.235,6667,S3,Malicious,C&C
1545405559.720462,192.168.1.195,75.0,243.0,4.09192,185.244.25.235,6667,S3,Malicious,C&C
1545405563.763408,192.168.1.195,75.0,243.0,2.159022,185.244.25.235,6667,S3,Malicious,C&C
1545405565.875205,192.168.1.195,75.0,243.0,2.137033,185.244.25.235,6667,S3,Malicious,C&C
1545405567.963265,192.168.1.195,75.0,243.0,2.199004,185.244.25.235,6667,S3,Malicious,C&C
1545405570.121536,192.168.1.195,0.0,0.0,3.100988,185.244.25.235,6667,S0,Malicious,C&C
1545405577.302444,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405580.123337,192.168.1.195,0.0,0.0,3.098996,185.244.25.235,6667,S0,Malicious,C&C
1545405584.459616,192.168.1.195,48.0,48.0,0.002498,147.231.100.5,123,SF,Benign,
1545405587.302496,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405590.126654,192.168.1.195,0.0,0.0,3.095724,185.244.25.235,6667,S0,Malicious,C&C
1545405597.302309,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405600.131935,192.168.1.195,0.0,0.0,3.090487,185.244.25.235,6667,S0,Malicious,C&C
1545405607.302363,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405610.133984,192.168.1.195,0.0,0.0,3.088493,185.244.25.235,6667,S0,Malicious,C&C
1545405617.302398,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405620.135784,192.168.1.195,75.0,243.0,4.116656,185.244.25.235,6667,S3,Malicious,C&C
1545405624.193973,192.168.1.195,0.0,0.0,3.108483,185.244.25.235,6667,S0,Malicious,C&C
1545405631.38239,192.168.1.195,75.0,243.0,0.919973,185.244.25.235,6667,S3,Malicious,C&C
1545405632.263122,192.168.1.195,0.0,0.0,3.119224,185.244.25.235,6667,S0,Malicious,C&C
1545405639.46252,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405642.264936,192.168.1.195,0.0,0.0,3.117461,185.244.25.235,6667,S0,Malicious,C&C
1545405649.462336,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405650.459504,192.168.1.195,48.0,48.0,0.037494,147.231.100.5,123,SF,Benign,
1545405652.268222,192.168.1.195,0.0,0.0,3.114224,185.244.25.235,6667,S0,Malicious,C&C
1545405659.462383,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405662.270024,192.168.1.195,75.0,243.0,2.082311,185.244.25.235,6667,S3,Malicious,C&C
1545405664.303864,192.168.1.195,75.0,243.0,2.098553,185.244.25.235,6667,S3,Malicious,C&C
1545405666.357442,192.168.1.195,75.0,243.0,1.094893,185.244.25.235,6667,S3,Malicious,C&C
1545405667.41259,192.168.1.195,0.0,0.0,3.089758,185.244.25.235,6667,S0,Malicious,C&C
1545405674.582255,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405677.414399,192.168.1.195,75.0,243.0,1.087874,185.244.25.235,6667,S3,Malicious,C&C
1545405678.456045,192.168.1.195,75.0,243.0,2.106301,185.244.25.235,6667,S3,Malicious,C&C
1545405680.51762,192.168.1.195,75.0,243.0,1.084634,185.244.25.235,6667,S3,Malicious,C&C
1545405681.554781,192.168.1.195,75.0,243.0,2.087572,185.244.25.235,6667,S3,Malicious,C&C
1545405683.597863,192.168.1.195,75.0,243.0,1.036911,185.244.25.235,6667,S3,Malicious,C&C
1545405684.635274,192.168.1.195,75.0,243.0,1.08714,185.244.25.235,6667,S3,Malicious,C&C
1545405685.679929,192.168.1.195,0.0,0.0,3.14246,185.244.25.235,6667,S0,Malicious,C&C
1545405692.902319,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405695.687234,192.168.1.195,0.0,0.0,3.135205,185.244.25.235,6667,S0,Malicious,C&C
1545405701.459705,192.168.1.195,288.0,288.0,10.001531,195.113.144.201,123,SF,Benign,
1545405702.902365,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405705.689531,192.168.1.195,0.0,0.0,3.132727,185.244.25.235,6667,S0,Malicious,C&C
1545405712.902415,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405715.691332,192.168.1.195,0.0,0.0,3.13096,185.244.25.235,6667,S0,Malicious,C&C
1545405717.459574,192.168.1.195,48.0,48.0,0.001743,147.231.100.5,123,SF,Benign,
1545405722.902481,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405725.698885,192.168.1.195,75.0,243.0,4.104396,185.244.25.235,6667,S3,Malicious,C&C
1545405729.80403,192.168.1.195,75.0,243.0,1.078172,185.244.25.235,6667,S3,Malicious,C&C
1545405730.840692,192.168.1.195,0.0,0.0,3.101732,185.244.25.235,6667,S0,Malicious,C&C
1545405738.022347,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405740.842991,192.168.1.195,0.0,0.0,3.099498,185.244.25.235,6667,S0,Malicious,C&C
1545405748.022414,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405750.844791,192.168.1.195,0.0,0.0,3.097485,185.244.25.235,6667,S0,Malicious,C&C
1545405758.022459,192.168.1.195,75.0,243.0,0.909973,185.244.25.235,6667,S3,Malicious,C&C
1545405758.891953,192.168.1.195,75.0,243.0,4.090419,185.244.25.235,6667,S3,Malicious,C&C
1545405762.940145,192.168.1.195,75.0,243.0,4.082175,185.244.25.235,6667,S3,Malicious,C&C
1545405766.974595,192.168.1.195,0.0,0.0,3.12772,185.244.25.235,6667,S0,Malicious,C&C
1545405774.182239,192.168.1.195,75.0,243.0,0.929971,185.244.25.235,6667,S3,Malicious,C&C
1545405775.068494,192.168.1.195,75.0,243.0,4.213837,185.244.25.235,6667,S3,Malicious,C&C
1545405779.238855,192.168.1.195,75.0,243.0,1.093376,185.244.25.235,6667,S3,Malicious,C&C
1545405780.292255,192.168.1.195,0.0,0.0,3.089996,185.244.25.235,6667,S0,Malicious,C&C
1545405784.459632,192.168.1.195,48.0,48.0,0.001248,147.231.100.5,123,SF,Benign,
1545405787.462428,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405790.294327,192.168.1.195,0.0,0.0,3.087981,185.244.25.235,6667,S0,Malicious,C&C
1545405797.462472,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405800.297605,192.168.1.195,0.0,0.0,3.084741,185.244.25.235,6667,S0,Malicious,C&C
1545405807.462271,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405810.299654,192.168.1.195,75.0,243.0,4.202619,185.244.25.235,6667,S3,Malicious,C&C
1545405814.457283,192.168.1.195,0.0,0.0,3.085008,185.244.25.235,6667,S0,Malicious,C&C
1545405821.62245,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405824.46009,192.168.1.195,0.0,0.0,3.082239,185.244.25.235,6667,S0,Malicious,C&C
1545405831.622255,192.168.1.195,75.0,243.0,0.99018,185.244.25.235,6667,S3,Malicious,C&C
1545405832.576957,192.168.1.195,75.0,243.0,1.085385,185.244.25.235,6667,S3,Malicious,C&C
1545405833.621362,192.168.1.195,0.0,0.0,3.120971,185.244.25.235,6667,S0,Malicious,C&C
1545405840.822256,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405843.623182,192.168.1.195,0.0,0.0,3.119213,185.244.25.235,6667,S0,Malicious,C&C
1545405850.822326,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405851.459447,192.168.1.195,48.0,48.0,0.011991,147.231.100.5,123,SF,Benign,
1545405853.62521,192.168.1.195,0.0,0.0,3.117225,185.244.25.235,6667,S0,Malicious,C&C
1545405860.822366,192.168.1.195,75.0,243.0,0.87999,185.244.25.235,6667,S3,Malicious,C&C
1545405861.662879,192.168.1.195,75.0,243.0,4.099413,185.244.25.235,6667,S3,Malicious,C&C
1545405865.720566,192.168.1.195,0.0,0.0,3.101733,185.244.25.235,6667,S0,Malicious,C&C
1545405872.902224,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405875.728114,192.168.1.195,75.0,243.0,4.084171,185.244.25.235,6667,S3,Malicious,C&C
1545405879.76656,192.168.1.195,0.0,0.0,3.135713,185.244.25.235,6667,S0,Malicious,C&C
1545405886.982199,192.168.1.195,74.0,242.0,1.140101,185.244.25.235,6667,S3,Malicious,C&C
1545405888.079573,192.168.1.195,0.0,0.0,3.14271,185.244.25.235,6667,S0,Malicious,C&C
1545405895.302207,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405898.08687,192.168.1.195,0.0,0.0,3.135464,185.244.25.235,6667,S0,Malicious,C&C
1545405905.302256,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405905.536625,192.168.1.195,0.0,0.0,0.0,81.2.254.224,123,S0,Benign,
1545405908.08892,192.168.1.195,0.0,0.0,3.133471,185.244.25.235,6667,S0,Malicious,C&C
1545405915.302326,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405918.090733,192.168.1.195,0.0,0.0,3.131481,185.244.25.235,6667,S0,Malicious,C&C
1545405920.459394,192.168.1.195,48.0,48.0,0.187868,147.231.100.5,123,SF,Benign,
1545405925.302357,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405928.092768,192.168.1.195,0.0,0.0,3.129466,185.244.25.235,6667,S0,Malicious,C&C
1545405935.302408,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405938.094568,192.168.1.195,0.0,0.0,3.127731,185.244.25.235,6667,S0,Malicious,C&C
1545405945.30221,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405948.096618,192.168.1.195,0.0,0.0,3.125723,185.244.25.235,6667,S0,Malicious,C&C
1545405955.302277,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405958.098417,192.168.1.195,0.0,0.0,3.123975,185.244.25.235,6667,S0,Malicious,C&C
1545405965.302323,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405968.101965,192.168.1.195,0.0,0.0,3.120234,185.244.25.235,6667,S0,Malicious,C&C
1545405970.531586,192.168.1.195,0.0,0.0,0.0,81.2.254.224,123,S0,Benign,
1545405975.302361,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405978.104014,192.168.1.195,0.0,0.0,3.118235,185.244.25.235,6667,S0,Malicious,C&C
1545405985.302412,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405988.106063,192.168.1.195,0.0,0.0,3.116225,185.244.25.235,6667,S0,Malicious,C&C
1545405989.459543,192.168.1.195,48.0,48.0,0.001499,147.231.100.5,123,SF,Benign,
1545405995.302212,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545405998.107872,192.168.1.195,0.0,0.0,3.114465,185.244.25.235,6667,S0,Malicious,C&C
1545406005.302275,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545406008.109914,192.168.1.195,0.0,0.0,3.112476,185.244.25.235,6667,S0,Malicious,C&C
1545406015.302325,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545406018.111718,192.168.1.195,0.0,0.0,3.110722,185.244.25.235,6667,S0,Malicious,C&C
1545406025.302364,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545406028.113764,192.168.1.195,0.0,0.0,3.108478,185.244.25.235,6667,S0,Malicious,C&C
1545406035.302409,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545406036.531705,192.168.1.195,0.0,0.0,0.0,81.2.254.224,123,S0,Benign,
1545406038.119042,192.168.1.195,0.0,0.0,3.10323,185.244.25.235,6667,S0,Malicious,C&C
1545406045.302186,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545406048.128297,192.168.1.195,0.0,0.0,3.093976,185.244.25.235,6667,S0,Malicious,C&C
1545406053.459489,192.168.1.195,0.0,0.0,0.0,82.113.53.40,123,S0,Benign,
1545406055.302178,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545406056.459267,192.168.1.195,48.0,48.0,0.001745,147.231.100.5,123,SF,Benign,
1545406058.130312,192.168.1.195,0.0,0.0,3.091967,185.244.25.235,6667,S0,Malicious,C&C
1545406065.302202,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545406068.13236,192.168.1.195,0.0,0.0,3.089688,185.244.25.235,6667,S0,Malicious,C&C
1545406075.302197,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545406078.142819,192.168.1.195,0.0,0.0,3.159195,185.244.25.235,6667,S0,Malicious,C&C
1545406085.382163,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545406088.14458,192.168.1.195,0.0,0.0,3.157437,185.244.25.235,6667,S0,Malicious,C&C
1545406095.381926,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545406098.146339,192.168.1.195,0.0,0.0,3.155706,185.244.25.235,6667,S0,Malicious,C&C
1545406105.381946,192.168.1.195,75.0,234.0,1.019924,185.244.25.235,6667,S3,Malicious,C&C
1545406106.362152,192.168.1.195,0.0,0.0,3.099947,185.244.25.235,6667,S0,Malicious,C&C
1545406113.542016,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545406116.370643,192.168.1.195,0.0,0.0,3.091234,185.244.25.235,6667,S0,Malicious,C&C
1545406123.54202,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545406125.459176,192.168.1.195,48.0,48.0,0.001499,147.231.100.5,123,SF,Benign,
1545406126.372413,192.168.1.195,0.0,0.0,3.089464,185.244.25.235,6667,S0,Malicious,C&C
1545406133.542046,192.168.1.195,0.0,0.0,0.0,185.244.25.235,6667,S0,Malicious,C&C
1545406136.374426,192.168.1.195,75.0,243.0,1.107367,185.244.25.235,6667,S3,Malicious,C&C
